ENSG00000142207	ENSP00000372199
ENSG00000105464	ENSP00000263269
ENSG00000184009	ENSP00000458162
ENSG00000131462	ENSP00000251413
ENSG00000010610	ENSP00000011653
ENSG00000111669	ENSP00000229270
ENSG00000174469	ENSP00000354778
ENSG00000169155	ENSP00000362563
ENSG00000182054	ENSP00000331897
ENSG00000171596	ENSP00000305877
ENSG00000054392	ENSP00000438468
ENSG00000042980	ENSP00000265769
ENSG00000138794	ENSP00000265164
ENSG00000133800	ENSP00000256178
ENSG00000196652	ENSP00000377725
ENSG00000166747	ENSP00000377148
ENSG00000108479	ENSP00000465930
ENSG00000135917	ENSP00000258403
ENSG00000159842	ENSP00000303909
ENSG00000120327	ENSP00000239449
ENSG00000019582	ENSP00000009530
ENSG00000138002	ENSP00000260570
ENSG00000197386	ENSP00000347184
ENSG00000197279	ENSP00000366542
ENSG00000136848	ENSP00000259371
ENSG00000243244	ENSP00000384615
ENSG00000167004	ENSP00000300289
ENSG00000065609	ENSP00000400459
ENSG00000186474	ENSP00000250351
ENSG00000153002	ENSP00000417222
ENSG00000142082	ENSP00000372191
ENSG00000035928	ENSP00000371321
ENSG00000146535	ENSP00000275364
ENSG00000159337	ENSP00000290472
ENSG00000131408	ENSP00000253727
ENSG00000145916	ENSP00000420875
ENSG00000176956	ENSP00000399485
ENSG00000211445	ENSP00000373477
ENSG00000148660	ENSP00000319060
ENSG00000250317	ENSP00000427407
ENSG00000105610	ENSP00000264834
ENSG00000131737	ENSP00000377570
ENSG00000140990	ENSP00000268668
ENSG00000108395	ENSP00000262294
ENSG00000197302	ENSP00000319222
ENSG00000109189	ENSP00000407818
ENSG00000171302	ENSP00000307674
ENSG00000077009	ENSP00000480091
ENSG00000250254	ENSP00000424261
ENSG00000127554	ENSP00000248114
ENSG00000035862	ENSP00000262768
ENSG00000105708	ENSP00000340514
ENSG00000275023	ENSP00000479910
ENSG00000250506	ENSP00000400088
ENSG00000106526	ENSP00000252071
ENSG00000166801	ENSP00000434435
ENSG00000145216	ENSP00000336752
ENSG00000183715	ENSP00000330862
ENSG00000139613	ENSP00000267064
ENSG00000138395	ENSP00000406472
ENSG00000257727	ENSP00000273308
ENSG00000138735	ENSP00000347046
ENSG00000104946	ENSP00000221543
ENSG00000114626	ENSP00000232744
ENSG00000111276	ENSP00000228872
ENSG00000123395	ENSP00000338990
ENSG00000142920	ENSP00000294517
ENSG00000169047	ENSP00000304895
ENSG00000196961	ENSP00000351926
ENSG00000105204	ENSP00000469863
ENSG00000177951	ENSP00000372210
ENSG00000197461	ENSP00000346508
ENSG00000007372	ENSP00000404100
ENSG00000135932	ENSP00000258418
ENSG00000131386	ENSP00000344260
ENSG00000135624	ENSP00000258091
ENSG00000130035	ENSP00000252318
ENSG00000143418	ENSP00000271688
ENSG00000091483	ENSP00000355518
ENSG00000090539	ENSP00000204604
ENSG00000142798	ENSP00000363827
ENSG00000196154	ENSP00000357705
ENSG00000145113	ENSP00000417498
ENSG00000162881	ENSP00000367930
ENSG00000143164	ENSP00000356814
ENSG00000135905	ENSP00000258390
ENSG00000115085	ENSP00000264972
ENSG00000143847	ENSP00000272198
ENSG00000186281	ENSP00000389395
ENSG00000132704	ENSP00000355157
ENSG00000184292	ENSP00000360269
ENSG00000143556	ENSP00000357712
ENSG00000162434	ENSP00000343204
ENSG00000126070	ENSP00000362287
ENSG00000185630	ENSP00000405890
ENSG00000187080	ENSP00000355436
ENSG00000168765	ENSP00000358851
ENSG00000198216	ENSP00000356545
ENSG00000101489	ENSP00000410584
ENSG00000183145	ENSP00000331734
ENSG00000198959	ENSP00000355330
ENSG00000011201	ENSP00000262648
ENSG00000126790	ENSP00000247194
ENSG00000120693	ENSP00000369154
ENSG00000188636	ENSP00000340434
ENSG00000124225	ENSP00000345826
ENSG00000154930	ENSP00000316924
ENSG00000128245	ENSP00000248975
ENSG00000134757	ENSP00000257189
ENSG00000156687	ENSP00000385143
ENSG00000124783	ENSP00000244763
ENSG00000147416	ENSP00000276390
ENSG00000196693	ENSP00000352444
ENSG00000100312	ENSP00000216139
ENSG00000188677	ENSP00000384515
ENSG00000178538	ENSP00000314407
ENSG00000104722	ENSP00000221166
ENSG00000100599	ENSP00000216487
ENSG00000005810	ENSP00000444596
ENSG00000169306	ENSP00000368278
ENSG00000176014	ENSP00000318697
ENSG00000133401	ENSP00000402033
ENSG00000118407	ENSP00000237172
ENSG00000120158	ENSP00000371169
ENSG00000129221	ENSP00000370521
ENSG00000171295	ENSP00000305373
ENSG00000184672	ENSP00000430128
ENSG00000066651	ENSP00000333934
ENSG00000102048	ENSP00000369855
ENSG00000165092	ENSP00000297785
ENSG00000256500	ENSP00000439065
ENSG00000183960	ENSP00000328813
ENSG00000183762	ENSP00000331242
ENSG00000079134	ENSP00000261600
ENSG00000144619	ENSP00000380602
ENSG00000169676	ENSP00000306129
ENSG00000240972	ENSP00000215754
ENSG00000176294	ENSP00000319601
ENSG00000000419	ENSP00000360644
ENSG00000198846	ENSP00000354842
ENSG00000081377	ENSP00000364389
ENSG00000102900	ENSP00000310668
ENSG00000145817	ENSP00000274496
ENSG00000131941	ENSP00000254260
ENSG00000131013	ENSP00000253329
ENSG00000181195	ENSP00000324248
ENSG00000100578	ENSP00000346359
ENSG00000174448	ENSP00000462349
ENSG00000148798	ENSP00000358865
ENSG00000166035	ENSP00000299022
ENSG00000100592	ENSP00000378557
ENSG00000120149	ENSP00000239243
ENSG00000113580	ENSP00000231509
ENSG00000166796	ENSP00000437783
ENSG00000100243	ENSP00000354468
ENSG00000065485	ENSP00000323313
ENSG00000150244	ENSP00000402414
ENSG00000138678	ENSP00000482571
ENSG00000206527	ENSP00000373153
ENSG00000170214	ENSP00000306662
ENSG00000188386	ENSP00000363939
ENSG00000185897	ENSP00000328230
ENSG00000062096	ENSP00000370519
ENSG00000124733	ENSP00000244711
ENSG00000135655	ENSP00000280377
ENSG00000111530	ENSP00000442318
ENSG00000197498	ENSP00000402338
ENSG00000166004	ENSP00000316681
ENSG00000183655	ENSP00000336800
ENSG00000106261	ENSP00000323148
ENSG00000138639	ENSP00000378611
ENSG00000140259	ENSP00000267812
ENSG00000196967	ENSP00000292841
ENSG00000184110	ENSP00000332604
ENSG00000180233	ENSP00000323879
ENSG00000154678	ENSP00000379496
ENSG00000175768	ENSP00000438204
ENSG00000180992	ENSP00000361084
ENSG00000264424	ENSP00000255381
ENSG00000133028	ENSP00000255390
ENSG00000065559	ENSP00000410402
ENSG00000175344	ENSP00000407546
ENSG00000204569	ENSP00000365694
ENSG00000170485	ENSP00000338283
ENSG00000250120	ENSP00000304234
ENSG00000086506	ENSP00000199708
ENSG00000129625	ENSP00000368959
ENSG00000213927	ENSP00000259631
ENSG00000182580	ENSP00000332118
ENSG00000111785	ENSP00000376583
ENSG00000109956	ENSP00000433847
ENSG00000213096	ENSP00000349494
ENSG00000215545	ENSP00000383396
ENSG00000088992	ENSP00000334785
ENSG00000164430	ENSP00000359339
ENSG00000132471	ENSP00000467579
ENSG00000176787	ENSP00000322088
ENSG00000103671	ENSP00000261884
ENSG00000174748	ENSP00000309334
ENSG00000109471	ENSP00000226730
ENSG00000169169	ENSP00000376303
ENSG00000164105	ENSP00000296504
ENSG00000151014	ENSP00000280614
ENSG00000278677	ENSP00000352627
ENSG00000102245	ENSP00000359663
ENSG00000106153	ENSP00000378812
ENSG00000106025	ENSP00000222747
ENSG00000102312	ENSP00000322304
ENSG00000180113	ENSP00000346065
ENSG00000148339	ENSP00000362159
ENSG00000197233	ENSP00000335575
ENSG00000164754	ENSP00000297338
ENSG00000215126	ENSP00000366608
ENSG00000156574	ENSP00000287139
ENSG00000182481	ENSP00000438483
ENSG00000002745	ENSP00000222462
ENSG00000148926	ENSP00000436607
ENSG00000172638	ENSP00000309953
ENSG00000160796	ENSP00000415034
ENSG00000175334	ENSP00000310275
ENSG00000174684	ENSP00000309096
ENSG00000096717	ENSP00000212015
ENSG00000068120	ENSP00000464814
ENSG00000179965	ENSP00000323945
ENSG00000147536	ENSP00000276533
ENSG00000158856	ENSP00000427866
ENSG00000107807	ENSP00000359215
ENSG00000138207	ENSP00000360522
ENSG00000171988	ENSP00000382204
ENSG00000169398	ENSP00000341189
ENSG00000141526	ENSP00000463978
ENSG00000111199	ENSP00000406191
ENSG00000151445	ENSP00000452181
ENSG00000140263	ENSP00000267814
ENSG00000104312	ENSP00000220751
ENSG00000167977	ENSP00000301738
ENSG00000130383	ENSP00000466880
ENSG00000185269	ENSP00000387310
ENSG00000172348	ENSP00000360425
ENSG00000267618	ENSP00000466834
ENSG00000230124	ENSP00000356567
ENSG00000150594	ENSP00000280155
ENSG00000175581	ENSP00000308717
ENSG00000111674	ENSP00000437402
ENSG00000160908	ENSP00000337363
ENSG00000170027	ENSP00000306330
ENSG00000135903	ENSP00000375921
ENSG00000123353	ENSP00000243045
ENSG00000113758	ENSP00000292385
ENSG00000228083	ENSP00000369571
ENSG00000095627	ENSP00000251864
ENSG00000186907	ENSP00000335397
ENSG00000113141	ENSP00000396301
ENSG00000049192	ENSP00000370443
ENSG00000177489	ENSP00000326349
ENSG00000115234	ENSP00000233575
ENSG00000104884	ENSP00000375809
ENSG00000273983	ENSP00000484638
ENSG00000158373	ENSP00000289316
ENSG00000072571	ENSP00000377492
ENSG00000172757	ENSP00000432660
ENSG00000146414	ENSP00000356475
ENSG00000172292	ENSP00000376453
ENSG00000169758	ENSP00000373594
ENSG00000187116	ENSP00000404236
ENSG00000123096	ENSP00000242729
ENSG00000110880	ENSP00000394496
ENSG00000185043	ENSP00000479860
ENSG00000124762	ENSP00000384849
ENSG00000182782	ENSP00000375066
ENSG00000184954	ENSP00000329153
ENSG00000162520	ENSP00000386439
ENSG00000065054	ENSP00000408005
ENSG00000273173	ENSP00000463201
ENSG00000137843	ENSP00000406873
ENSG00000165119	ENSP00000365439
ENSG00000111481	ENSP00000449270
ENSG00000141506	ENSP00000392812
ENSG00000167549	ENSP00000344562
ENSG00000136237	ENSP00000343656
ENSG00000087085	ENSP00000303211
ENSG00000103152	ENSP00000219431
ENSG00000176495	ENSP00000320302
ENSG00000171488	ENSP00000359483
ENSG00000255529	ENSP00000299638
ENSG00000112116	ENSP00000337432
ENSG00000154305	ENSP00000340900
ENSG00000145214	ENSP00000273814
ENSG00000132256	ENSP00000369373
ENSG00000173113	ENSP00000438349
ENSG00000112164	ENSP00000362353
ENSG00000166225	ENSP00000447241
ENSG00000185669	ENSP00000327968
ENSG00000174177	ENSP00000388320
ENSG00000198178	ENSP00000440428
ENSG00000234560	ENSP00000389072
ENSG00000183735	ENSP00000329967
ENSG00000103313	ENSP00000219596
ENSG00000117625	ENSP00000413929
ENSG00000177169	ENSP00000324560
ENSG00000277791	ENSP00000483688
ENSG00000187223	ENSP00000357773
ENSG00000108515	ENSP00000324105
ENSG00000167971	ENSP00000345436
ENSG00000143437	ENSP00000351407
ENSG00000143774	ENSP00000355689
ENSG00000128645	ENSP00000328598
ENSG00000197111	ENSP00000352438
ENSG00000139625	ENSP00000448689
ENSG00000183814	ENSP00000329102
ENSG00000160714	ENSP00000292211
ENSG00000163625	ENSP00000295888
ENSG00000145349	ENSP00000339740
ENSG00000164619	ENSP00000297161
ENSG00000288705	ENSP00000362513
ENSG00000106305	ENSP00000223029
ENSG00000089154	ENSP00000300648
ENSG00000149043	ENSP00000371394
ENSG00000184270	ENSP00000332790
ENSG00000170128	ENSP00000301917
ENSG00000144451	ENSP00000332592
ENSG00000212128	ENSP00000375095
ENSG00000263465	ENSP00000480140
ENSG00000162438	ENSP00000365116
ENSG00000197757	ENSP00000243108
ENSG00000106069	ENSP00000222792
ENSG00000110719	ENSP00000265686
ENSG00000167323	ENSP00000478059
ENSG00000157445	ENSP00000419101
ENSG00000166439	ENSP00000299563
ENSG00000241794	ENSP00000376423
ENSG00000149564	ENSP00000278927
ENSG00000115042	ENSP00000233379
ENSG00000174839	ENSP00000311401
ENSG00000115317	ENSP00000258080
ENSG00000118873	ENSP00000351832
ENSG00000115592	ENSP00000397133
ENSG00000066136	ENSP00000396620
ENSG00000162735	ENSP00000357051
ENSG00000066294	ENSP00000312367
ENSG00000171603	ENSP00000366513
ENSG00000116288	ENSP00000418770
ENSG00000187642	ENSP00000414022
ENSG00000162923	ENSP00000408108
ENSG00000131781	ENSP00000254090
ENSG00000131778	ENSP00000358262
ENSG00000100271	ENSP00000266254
ENSG00000133083	ENSP00000255448
ENSG00000078295	ENSP00000342952
ENSG00000156006	ENSP00000286479
ENSG00000102760	ENSP00000368664
ENSG00000101670	ENSP00000261292
ENSG00000198934	ENSP00000354912
ENSG00000185222	ENSP00000361745
ENSG00000134013	ENSP00000373783
ENSG00000151846	ENSP00000281589
ENSG00000182902	ENSP00000329033
ENSG00000271303	ENSP00000371388
ENSG00000089289	ENSP00000363661
ENSG00000137288	ENSP00000476140
ENSG00000116032	ENSP00000234389
ENSG00000141040	ENSP00000379168
ENSG00000196072	ENSP00000359398
ENSG00000114166	ENSP00000263754
ENSG00000107560	ENSP00000347839
ENSG00000198910	ENSP00000359077
ENSG00000104313	ENSP00000342626
ENSG00000129538	ENSP00000381057
ENSG00000094804	ENSP00000209728
ENSG00000126953	ENSP00000361993
ENSG00000146021	ENSP00000312397
ENSG00000105393	ENSP00000352408
ENSG00000021776	ENSP00000156471
ENSG00000166068	ENSP00000299084
ENSG00000155792	ENSP00000286234
ENSG00000080986	ENSP00000261597
ENSG00000130037	ENSP00000252321
ENSG00000101236	ENSP00000388550
ENSG00000132405	ENSP00000386921
ENSG00000165832	ENSP00000298746
ENSG00000100116	ENSP00000371110
ENSG00000167083	ENSP00000426022
ENSG00000100968	ENSP00000388910
ENSG00000102962	ENSP00000219235
ENSG00000141076	ENSP00000327179
ENSG00000249961	ENSP00000463762
ENSG00000158458	ENSP00000354910
ENSG00000100221	ENSP00000216039
ENSG00000159210	ENSP00000421380
ENSG00000011021	ENSP00000234488
ENSG00000110442	ENSP00000263401
ENSG00000180423	ENSP00000317743
ENSG00000188785	ENSP00000337555
ENSG00000188833	ENSP00000360561
ENSG00000171992	ENSP00000377789
ENSG00000155827	ENSP00000373772
ENSG00000039319	ENSP00000337159
ENSG00000113269	ENSP00000430237
ENSG00000112640	ENSP00000417963
ENSG00000090382	ENSP00000261267
ENSG00000138029	ENSP00000325136
ENSG00000168140	ENSP00000306864
ENSG00000167711	ENSP00000321853
ENSG00000125398	ENSP00000245479
ENSG00000075292	ENSP00000386433
ENSG00000167748	ENSP00000301420
ENSG00000172403	ENSP00000306015
ENSG00000196570	ENSP00000351379
ENSG00000119326	ENSP00000320434
ENSG00000138035	ENSP00000400646
ENSG00000179632	ENSP00000318604
ENSG00000198521	ENSP00000350085
ENSG00000096060	ENSP00000444810
ENSG00000163877	ENSP00000296215
ENSG00000176299	ENSP00000319654
ENSG00000147905	ENSP00000443113
ENSG00000005436	ENSP00000318690
ENSG00000263620	ENSP00000464383
ENSG00000024048	ENSP00000361990
ENSG00000106991	ENSP00000362299
ENSG00000104371	ENSP00000220812
ENSG00000112941	ENSP00000230859
ENSG00000177889	ENSP00000316176
ENSG00000204388	ENSP00000364801
ENSG00000144021	ENSP00000418287
ENSG00000145423	ENSP00000274063
ENSG00000119401	ENSP00000408292
ENSG00000100505	ENSP00000298355
ENSG00000130988	ENSP00000380365
ENSG00000162989	ENSP00000295101
ENSG00000122958	ENSP00000362480
ENSG00000102189	ENSP00000317955
ENSG00000082516	ENSP00000285873
ENSG00000175164	ENSP00000483018
ENSG00000096080	ENSP00000361206
ENSG00000148734	ENSP00000277942
ENSG00000136014	ENSP00000258499
ENSG00000103043	ENSP00000261776
ENSG00000101076	ENSP00000312987
ENSG00000168434	ENSP00000305442
ENSG00000264364	ENSP00000477310
ENSG00000168209	ENSP00000307305
ENSG00000189052	ENSP00000301408
ENSG00000138109	ENSP00000260682
ENSG00000116830	ENSP00000358478
ENSG00000168530	ENSP00000307280
ENSG00000004139	ENSP00000468032
ENSG00000204370	ENSP00000364699
ENSG00000130714	ENSP00000361302
ENSG00000150787	ENSP00000280362
ENSG00000166164	ENSP00000378181
ENSG00000187714	ENSP00000363229
ENSG00000152402	ENSP00000282249
ENSG00000176720	ENSP00000314132
ENSG00000198356	ENSP00000466379
ENSG00000136731	ENSP00000259253
ENSG00000119913	ENSP00000358430
ENSG00000058085	ENSP00000264144
ENSG00000119138	ENSP00000366330
ENSG00000137818	ENSP00000346037
ENSG00000256525	ENSP00000442563
ENSG00000011600	ENSP00000262629
ENSG00000157064	ENSP00000287713
ENSG00000143653	ENSP00000355467
ENSG00000176386	ENSP00000363322
ENSG00000213339	ENSP00000250237
ENSG00000183230	ENSP00000389714
ENSG00000112511	ENSP00000363640
ENSG00000171016	ENSP00000302327
ENSG00000120333	ENSP00000420714
ENSG00000126457	ENSP00000406162
ENSG00000156858	ENSP00000441641
ENSG00000150201	ENSP00000483791
ENSG00000110274	ENSP00000278935
ENSG00000136573	ENSP00000259089
ENSG00000122367	ENSP00000401437
ENSG00000182919	ENSP00000331209
ENSG00000115289	ENSP00000233630
ENSG00000006625	ENSP00000275428
ENSG00000231389	ENSP00000393566
ENSG00000165271	ENSP00000297990
ENSG00000111775	ENSP00000229379
ENSG00000103549	ENSP00000325677
ENSG00000030110	ENSP00000363591
ENSG00000175324	ENSP00000310596
ENSG00000198704	ENSP00000354581
ENSG00000092096	ENSP00000380437
ENSG00000137628	ENSP00000377344
ENSG00000038210	ENSP00000264864
ENSG00000170906	ENSP00000418438
ENSG00000145734	ENSP00000351575
ENSG00000198925	ENSP00000386710
ENSG00000114316	ENSP00000265560
ENSG00000221829	ENSP00000367910
ENSG00000163463	ENSP00000295682
ENSG00000105701	ENSP00000476767
ENSG00000007402	ENSP00000418081
ENSG00000067064	ENSP00000370748
ENSG00000076053	ENSP00000364639
ENSG00000080815	ENSP00000326366
ENSG00000132676	ENSP00000357320
ENSG00000148180	ENSP00000362924
ENSG00000278705	ENSP00000366974
ENSG00000120235	ENSP00000369558
ENSG00000162734	ENSP00000357055
ENSG00000174992	ENSP00000383563
ENSG00000145912	ENSP00000274606
ENSG00000130255	ENSP00000464342
ENSG00000113838	ENSP00000411253
ENSG00000139428	ENSP00000445920
ENSG00000080503	ENSP00000265773
ENSG00000138600	ENSP00000261854
ENSG00000205339	ENSP00000369042
ENSG00000173080	ENSP00000357301
ENSG00000108387	ENSP00000402000
ENSG00000123349	ENSP00000447942
ENSG00000182117	ENSP00000332198
ENSG00000143878	ENSP00000272233
ENSG00000181903	ENSP00000324769
ENSG00000172238	ENSP00000302216
ENSG00000232382	ENSP00000373193
ENSG00000140326	ENSP00000348564
ENSG00000106144	ENSP00000312664
ENSG00000105520	ENSP00000466898
ENSG00000130724	ENSP00000469240
ENSG00000164053	ENSP00000323099
ENSG00000198837	ENSP00000354597
ENSG00000130159	ENSP00000270517
ENSG00000122859	ENSP00000242462
ENSG00000095794	ENSP00000265372
ENSG00000069764	ENSP00000393847
ENSG00000169189	ENSP00000355077
ENSG00000135677	ENSP00000258145
ENSG00000142856	ENSP00000360133
ENSG00000168421	ENSP00000371219
ENSG00000167699	ENSP00000301329
ENSG00000083093	ENSP00000261584
ENSG00000273604	ENSP00000484710
ENSG00000114547	ENSP00000426271
ENSG00000162929	ENSP00000385579
ENSG00000188878	ENSP00000324292
ENSG00000177733	ENSP00000316042
ENSG00000141965	ENSP00000269856
ENSG00000151164	ENSP00000376440
ENSG00000212122	ENSP00000375081
ENSG00000172530	ENSP00000376902
ENSG00000198898	ENSP00000354947
ENSG00000198203	ENSP00000319622
ENSG00000111728	ENSP00000379353
ENSG00000080493	ENSP00000393557
ENSG00000180353	ENSP00000320176
ENSG00000138095	ENSP00000260665
ENSG00000197147	ENSP00000332674
ENSG00000154781	ENSP00000373304
ENSG00000186393	ENSP00000334798
ENSG00000126709	ENSP00000342513
ENSG00000161203	ENSP00000292807
ENSG00000124467	ENSP00000305005
ENSG00000130402	ENSP00000252699
ENSG00000196639	ENSP00000380247
ENSG00000110218	ENSP00000227638
ENSG00000187049	ENSP00000440638
ENSG00000077044	ENSP00000264057
ENSG00000154358	ENSP00000455507
ENSG00000125629	ENSP00000245787
ENSG00000170633	ENSP00000376258
ENSG00000129197	ENSP00000385814
ENSG00000180176	ENSP00000370571
ENSG00000163374	ENSP00000357323
ENSG00000137752	ENSP00000433138
ENSG00000143740	ENSP00000314157
ENSG00000168028	ENSP00000346067
ENSG00000072756	ENSP00000251607
ENSG00000187170	ENSP00000357766
ENSG00000144161	ENSP00000386488
ENSG00000163206	ENSP00000357754
ENSG00000073737	ENSP00000389241
ENSG00000162882	ENSP00000294973
ENSG00000110680	ENSP00000331746
ENSG00000060642	ENSP00000363260
ENSG00000163681	ENSP00000295951
ENSG00000075914	ENSP00000265564
ENSG00000182134	ENSP00000357812
ENSG00000180871	ENSP00000319635
ENSG00000211452	ENSP00000354643
ENSG00000134308	ENSP00000371267
ENSG00000168159	ENSP00000306396
ENSG00000116785	ENSP00000356395
ENSG00000132716	ENSP00000357052
ENSG00000177272	ENSP00000358784
ENSG00000187140	ENSP00000360157
ENSG00000186891	ENSP00000328207
ENSG00000160818	ENSP00000396441
ENSG00000143162	ENSP00000359540
ENSG00000117676	ENSP00000435412
ENSG00000097033	ENSP00000479919
ENSG00000198899	ENSP00000354632
ENSG00000102753	ENSP00000261667
ENSG00000243927	ENSP00000382250
ENSG00000102539	ENSP00000218721
ENSG00000198795	ENSP00000354794
ENSG00000125378	ENSP00000245451
ENSG00000173273	ENSP00000311579
ENSG00000130700	ENSP00000252997
ENSG00000147099	ENSP00000362674
ENSG00000072401	ENSP00000363019
ENSG00000147121	ENSP00000345797
ENSG00000196284	ENSP00000360515
ENSG00000125877	ENSP00000369456
ENSG00000121390	ENSP00000343966
ENSG00000101290	ENSP00000419879
ENSG00000101292	ENSP00000217270
ENSG00000100721	ENSP00000385036
ENSG00000113318	ENSP00000265081
ENSG00000156482	ENSP00000428085
ENSG00000009844	ENSP00000356602
ENSG00000112249	ENSP00000358159
ENSG00000230031	ENSP00000456953
ENSG00000051180	ENSP00000372088
ENSG00000159251	ENSP00000290378
ENSG00000125779	ENSP00000313377
ENSG00000130560	ENSP00000360821
ENSG00000144744	ENSP00000354340
ENSG00000108798	ENSP00000225941
ENSG00000112769	ENSP00000230538
ENSG00000147592	ENSP00000276590
ENSG00000178996	ENSP00000317332
ENSG00000044524	ENSP00000337451
ENSG00000111816	ENSP00000476145
ENSG00000148680	ENSP00000337949
ENSG00000078699	ENSP00000262653
ENSG00000148677	ENSP00000360762
